major_code,major_name,major_group_name,admission_record_count,first_year,last_year
106,Khoa học Máy tính; Kỹ thuật Máy tính; (Nhóm ngành),Máy tính và công nghệ thông tin,2,2018,2018
106,Khoa học máy tính,Máy tính và công nghệ thông tin,7,2021,2023
106,Kỹ thuật xây dựng,Máy tính và công nghệ thông tin,2,2019,2020
107,Kỹ thuật máy tính,Máy tính và công nghệ thông tin,14,2019,2023
108,Kỹ thuật Điện; Kỹ thuật Điện tử - Viễn thông; Kỹ thuật Điều khiển và tự động hóa; (Nhóm ngành),Kỹ thuật,2,2018,2018
108,Kỹ thuật Điện;Kỹ thuật Điện tử - Viễn thông;Kỹ thuật Điều khiển và tự động hóa;(Nhóm ngành),Kỹ thuật,14,2019,2023
109,Kỹ thuật Cơ khí; Kỹ thuật Cơ điện tử ; (Nhóm ngành),Kỹ thuật,2,2018,2018
109,Kỹ thuật Cơ khí;Kỹ thuật Cơ điện tử;(Nhóm ngành),Kỹ thuật,7,2019,2021
109,Kỹ thuật cơ khí,Kỹ thuật,7,2021,2023
110,Kỹ thuật cơ điện tử,Kỹ thuật,8,2021,2023
112,Kỹ thuật Dệt; Công nghệ Dệt may; (Nhóm ngành),Kỹ thuật,2,2018,2018
112,Kỹ thuật Dệt;Công nghệ Dệt May;(Nhóm ngành),Kỹ thuật,14,2019,2023
114,Kỹ thuật Hóa học; Công nghệ Thực phẩm; Công nghệ Sinh học; (Nhóm ngành),Khoa học sự sống,3,2018,2018
114,Kỹ thuật Hóa học;Công nghệ Thực phẩm;Công nghệ Sinh học;(Nhóm ngành),Khoa học sự sống,19,2019,2023
115,Bảo dưỡng Công nghiệp,Công nghệ kỹ thuật,2,2020,2020
115,Kỹ thuật xây dựng,Kiến trúc và xây dựng,12,2019,2023
115,Quản lý tài nguyên và môi trường,Kiến trúc và xây dựng,2,2018,2018
117,Kiến trúc,Kiến trúc và xây dựng,13,2018,2023
120,Kỹ thuật Địa chất; Kỹ thuật Dầu khí; (Nhóm ngành),Kỹ thuật,2,2018,2018
120,Kỹ thuật Địa chất;Kỹ thuật Dầu khí;(Nhóm ngành),Kỹ thuật,14,2019,2023
123,Quản lý công nghiệp,Công nghệ kỹ thuật,20,2018,2023
125,Kỹ thuật Môi trường; Quản lý Tài nguyên và Môi trường; (Nhóm ngành),Kỹ thuật,4,2018,2018
125,Kỹ thuật Môi trường;Quản lý Tài nguyên và Môi trường;(Nhóm ngành),Kỹ thuật,23,2019,2023
128,Kỹ thuật Hệ thống Công nghiệp; Logistics và Quản lý chuỗi Cung ứng; (Nhóm ngành),Kỹ thuật,2,2018,2018
128,Kỹ thuật Hệ thống Công nghiệp;Logistics và Quản lý chuỗi Cung ứng;(Nhóm ngành),Kỹ thuật,14,2019,2023
129,Kỹ thuật vật liệu,Kỹ thuật,21,2018,2023
130,Kỹ thuật trắc địa - bản đồ,Kỹ thuật,5,2018,2019
131,Công nghệ kỹ thuật vật liệu xây dựng,Công nghệ kỹ thuật,5,2018,2019
137,Vật lý kỹ thuật,Kỹ thuật,16,2018,2023
138,Cơ Kỹ thuật,Kỹ thuật,16,2018,2023
140,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),Kỹ thuật,16,2018,2023
141,Bảo dưỡng Công nghiệp,Công nghệ kỹ thuật,20,2018,2023
142,Kỹ thuật ô tô,Kỹ thuật,16,2018,2023
143,Kỹ thuật tàu thuỷ,Kỹ thuật,2,2018,2018
144,Kỹ thuật Hàng không,Kỹ thuật,2,2018,2018
145,Kỹ thuật Tàu thủy;Kỹ thuật Hàng không;(Nhóm ngành),Kỹ thuật,14,2019,2023
16,Quản trị môi trường doanh nghiệp,Công nghệ kỹ thuật,4,2020,2020
1780202,Quản trị nhà hàng và dịch vụ ăn uống,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",13,2021,2022
206,Khoa học máy tính,Máy tính và công nghệ thông tin,7,2021,2023
206,Kỹ thuật xây dựng,Máy tính và công nghệ thông tin,8,2018,2020
207,Kỹ thuật máy tính,Máy tính và công nghệ thông tin,15,2018,2023
208,"Kỹ thuật điện, điện tử",Kỹ thuật,15,2018,2023
209,Kỹ thuật cơ khí,Kỹ thuật,15,2018,2023
210,Kỹ thuật cơ điện tử,Kỹ thuật,15,2018,2023
211,Kỹ thuật cơ điện tử,Kỹ thuật,7,2021,2023
214,Kỹ thuật hoá học,Kỹ thuật,21,2018,2023
215,Công nghệ kỹ thuật công trình xây dựng,Kiến trúc và xây dựng,9,2021,2023
215,Kỹ thuật xây dựng,Kiến trúc và xây dựng,8,2018,2020
217,Kiến trúc,Kiến trúc và xây dựng,7,2021,2023
218,Công nghệ sinh học,Khoa học sự sống,8,2022,2023
219,Công nghệ thực phẩm,Sản xuất và chế biến,21,2018,2023
220,Kỹ thuật dầu khí,Kỹ thuật,15,2018,2023
223,Quản lý công nghiệp,Công nghệ kỹ thuật,31,2018,2023
225,Quản lý tài nguyên và môi trường,Môi trường và bảo vệ môi trường,27,2018,2023
228,Logistics và Quản lý chuỗi cung ứng,Công nghệ kỹ thuật,7,2021,2023
229,Kỹ thuật vật liệu,Kỹ thuật,6,2022,2023
237,Vật lý kỹ thuật,Kỹ thuật,7,2021,2023
241,Kỹ thuật môi trường,Kỹ thuật,4,2018,2018
242,Kỹ thuật ô tô,Kỹ thuật,15,2018,2023
245,Kỹ thuật Hàng không,Kỹ thuật,7,2021,2023
245,Kỹ thuật xây dựng,Kỹ thuật,2,2018,2018
266,Khoa học máy tính,Máy tính và công nghệ thông tin,7,2021,2023
268,Cơ Kỹ thuật,Kỹ thuật,7,2021,2023
408,Kỹ thuật điện,Kỹ thuật,2,2018,2018
410,Kỹ thuật cơ điện tử,Kỹ thuật,2,2018,2018
415,Kỹ thuật xây dựng,Kiến trúc và xây dựng,2,2018,2018
419,Công nghệ thực phẩm,Sản xuất và chế biến,7,2018,2019
425,Quản lý tài nguyên và môi trường,Môi trường và bảo vệ môi trường,4,2018,2018
441,Bảo dưỡng Công nghiệp,Công nghệ kỹ thuật,6,2019,2020
445,Kỹ thuật xây dựng,Kiến trúc và xây dựng,3,2019,2019
446,Kỹ thuật xây dựng,Kiến trúc và xây dựng,3,2019,2019
448,Kỹ thuật điện,Kỹ thuật,3,2019,2019
51140201,Cao đẳng giáo dục Mầm non,Sư phạm - Giáo dục,1,2024,2024
51140201,Giáo dục Mầm non,Sư phạm - Giáo dục,10,2024,2024
51140201,Giáo dục Mầm non (CĐ),Sư phạm - Giáo dục,4,2024,2024
51140201,Giáo dục Mầm non (Trình độ Cao Đẳng),Sư phạm - Giáo dục,4,2024,2024
51140201,Giáo dục Mầm non (Trình độ Cao đẳng),Sư phạm - Giáo dục,1,2024,2024
51140201,Giáo dục Mầm non (trình độ CĐ),Sư phạm - Giáo dục,2,2024,2024
51140201,Giáo dục mầm non (Cao đẳng),Sư phạm - Giáo dục,4,2024,2024
51140201,SP Giáo dục Mầm non,Sư phạm - Giáo dục,4,2024,2024
52140222,Sư phạm mỹ thuật,Sư phạm - Giáo dục,1,2024,2024
522,Xây dựng Đảng và chính quyền nhà nước,Khoa học xã hội và hành vi,5,2021,2021
52210101,"Lý luận, lịch sử và phê bình mỹ thuật",Du lịch-Khách sạn,1,2024,2024
52210103,Hội họa,Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
52210104,Đồ họa,Thiết kế đồ họa - Game - Đa phương tiện,1,2024,2024
52210105,Điêu khắc,Mỹ thuật - Âm nhạc - Nghệ thuật,1,2024,2024
52210403,Thiết kế đồ họa,Thiết kế đồ họa - Game - Đa phương tiện,1,2024,2024
523,Xây dựng Đảng và chính quyền nhà nước,Khoa học xã hội và hành vi,5,2021,2021
527,Kinh tế,Khoa học xã hội và hành vi,24,2019,2023
527,"Kinh tế, chuyên ngành Quản lý kinh tế",Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
528,Kinh tế,Khoa học xã hội và hành vi,24,2019,2023
529,Kinh tế,Khoa học xã hội và hành vi,24,2019,2023
530,Chính trị học,Khoa học xã hội và hành vi,18,2019,2023
530,"Chính trị học, chuyên ngành Công tác tư tưởng - văn hóa",Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
531,"Chính tri học, chuyên ngành Chính trị phát triển",Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
531,Chính trị học,Khoa học xã hội và hành vi,21,2019,2023
532,Quản lý nhà nước,Khoa học xã hội và hành vi,24,2019,2023
532,Quản lý nhà nước,Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
533,Chính trị học,Khoa học xã hội và hành vi,22,2019,2023
533,"Chính trị học, chuyên ngành Tư tưởng Hồ Chí Minh",Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
535,Chính trị học,Khoa học xã hội và hành vi,21,2019,2023
536,Chính trị học,Khoa học xã hội và hành vi,22,2019,2023
537,Quản lý nhà nước,Khoa học xã hội và hành vi,19,2019,2023
538,"Chính tri học, chuyên ngành Truyền thông chính sách",Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
538,Chính trị học,Khoa học xã hội và hành vi,21,2019,2023
602,Báo chí,Báo chí và thông tin,30,2019,2023
602,"Báo chí, chuyên ngành Báo in",Báo chí - Marketing - Quảng cáo - PR,3,2024,2024
603,Báo chí,Báo chí và thông tin,31,2019,2023
603,"Báo chí, chuyên ngành Ảnh báo chí",Báo chí - Marketing - Quảng cáo - PR,3,2024,2024
604,Báo chí,Báo chí và thông tin,30,2019,2023
604,"Báo chí, chuyên ngành Báo phát thanh",Báo chí - Marketing - Quảng cáo - PR,3,2024,2024
605,Báo chí,Báo chí và thông tin,31,2019,2023
605,"Báo chí, chuyên ngành Báo truyền hình",Báo chí - Marketing - Quảng cáo - PR,3,2024,2024
606,Báo chí,Báo chí và thông tin,28,2019,2023
606,"Báo chí, chuyên ngành Quay phim truyền hình",Báo chí - Marketing - Quảng cáo - PR,3,2024,2024
607,Báo chí,Báo chí và thông tin,31,2019,2023
607,"Báo chí, chuyên ngành Báo mạng điện tử",Báo chí - Marketing - Quảng cáo - PR,3,2024,2024
608,Báo chí,Báo chí và thông tin,30,2019,2023
609,Báo chí,Báo chí và thông tin,26,2019,2023
610,Quan hệ quốc tế,Khoa học xã hội và hành vi,34,2019,2023
610,"Quan hệ quốc tế, chuyên ngành Thông tin đối ngoại",Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
611,Quan hệ quốc tế,Khoa học xã hội và hành vi,33,2019,2023
611,"Quan hệ quốc tế, chuyên ngành Quan hệ chính trị và Truyền thông quốc tế",Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
614,Quan hệ quốc tế,Khoa học xã hội và hành vi,33,2019,2023
614,"Quan hệ quốc tế, chuyên ngành Quan hệ quốc tế và Truyền thông toàn cầu",Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
615,Quan hệ công chúng,Báo chí và thông tin,35,2019,2023
615,"Quan hệ công chúng, chuyên ngành Quan hệ công chúng chuyên nghiệp",Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
616,Quan hệ công chúng,Báo chí và thông tin,34,2019,2023
616,"Quan hệ công chúng, chuyên ngành Truyền thông marketing",Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
6510304,Kỹ thuật hàng không,Công an - Quân đội,2,2024,2024
7140101,Giáo dục học,Khoa học giáo dục và đào tạo giáo viên,133,2018,2023
7140101,Giáo dục học,Sư phạm - Giáo dục,28,2024,2024
7140103,Công nghệ giáo dục,Công nghệ thông tin - Tin học,7,2024,2024
7140112,Sư phạm Hóa học,Khoa học giáo dục và đào tạo giáo viên,9,2020,2022
7140114,Giáo dục Đặc biệt,Khoa học giáo dục và đào tạo giáo viên,4,2018,2018
7140114,Quản lý Giáo dục,Sư phạm - Giáo dục,12,2024,2024
7140114,Quản lý giáo dục,Khoa học giáo dục và đào tạo giáo viên,184,2018,2023
7140114,Quản lý giáo dục,Sư phạm - Giáo dục,18,2024,2024
7140114C,Quản lí giáo dục,Kinh tế - Quản trị kinh doanh - Thương Mại,1,2024,2024
7140114D,Quản lí giáo dục,Kinh tế - Quản trị kinh doanh - Thương Mại,3,2024,2024
7140199,Kinh tế,Khoa học giáo dục và đào tạo giáo viên,8,2019,2021
7140201,Giáo dục Mầm non,Khoa học giáo dục và đào tạo giáo viên,439,2018,2023
7140201,Giáo dục Mầm non,Sư phạm - Giáo dục,82,2024,2024
7140201,Giáo dục Mầm non (Cao đẳng),Sư phạm - Giáo dục,4,2024,2024
7140201,Giáo dục Mầm non (Trình độ Đại học),Sư phạm - Giáo dục,1,2024,2024
7140201,Giáo dục Mầm non (trình độ đại học),Sư phạm - Giáo dục,4,2024,2024
7140201,Giáo dục mầm non,Sư phạm - Giáo dục,9,2024,2024
7140201,Giáo dục tiểu học,Sư phạm - Giáo dục,4,2024,2024
7140201,SP Giáo dục Mầm non,Sư phạm - Giáo dục,4,2024,2024
7140201A,Giáo dục Mầm non,Sư phạm - Giáo dục,1,2024,2024
7140201B,Giáo dục Mầm non - SP Tiếng Anh,Sư phạm - Giáo dục,1,2024,2024
7140201C,Giáo dục Mầm non - SP Tiếng Anh,Sư phạm - Giáo dục,1,2024,2024
7140202,Giáo dục Tiểu học,Khoa học giáo dục và đào tạo giáo viên,758,2018,2023
7140202,Giáo dục Tiểu học,Sư phạm - Giáo dục,110,2024,2024
7140202,Giáo dục Tiểu học (chương trình đại trà),Sư phạm - Giáo dục,4,2024,2024
7140202,Giáo dục tiểu học,Sư phạm - Giáo dục,13,2024,2024
7140202,SP Giáo dục Tiểu học,Sư phạm - Giáo dục,4,2024,2024
7140202,Sư phạm tiểu học,Khoa học giáo dục và đào tạo giáo viên,13,2022,2023
7140202A,Giáo dục Tiểu học,Sư phạm - Giáo dục,3,2024,2024
7140202B,Giáo dục Tiểu học - SP Tiếng Anh,Sư phạm - Giáo dục,1,2024,2024
7140202JR,Giáo dục Tiểu học – Tiếng Jrai,Sư phạm - Giáo dục,4,2024,2024
7140202TA,Giáo dục Tiểu học (chương trình tiếng Anh),Sư phạm - Giáo dục,4,2024,2024
7140202TA,Giáo dục Tiểu học (ĐT bằng Tiếng Anh),Sư phạm - Giáo dục,4,2024,2024
7140203,Giáo dục Chính trị,Sư phạm - Giáo dục,4,2024,2024
7140203,Giáo dục Thể chất,Khoa học giáo dục và đào tạo giáo viên,12,2020,2022
7140203,Giáo dục Đặc biệt,Khoa học giáo dục và đào tạo giáo viên,74,2018,2023
7140203,Giáo dục Đặc biệt,Sư phạm - Giáo dục,3,2024,2024
7140203,Quản lý giáo dục,Khoa học giáo dục và đào tạo giáo viên,4,2018,2018
7140203C,Giáo dục đặc biệt,Sư phạm - Giáo dục,1,2024,2024
7140203D,Giáo dục đặc biệt,Sư phạm - Giáo dục,3,2024,2024
7140204,Giáo dục Công dân,Khoa học giáo dục và đào tạo giáo viên,190,2018,2023
7140204,Giáo dục Công dân,Sư phạm - Giáo dục,20,2024,2024
7140204,Giáo dục công dân,Sư phạm - Giáo dục,7,2024,2024
7140204B,Giáo dục công dân,Sư phạm - Giáo dục,1,2024,2024
7140204C,Giáo dục công dân,Sư phạm - Giáo dục,1,2024,2024
7140205,Giáo dục Chính trị,Khoa học giáo dục và đào tạo giáo viên,324,2018,2023
7140205,Giáo dục Chính trị,Sư phạm - Giáo dục,35,2024,2024
7140205,Giáo dục chính trị,Sư phạm - Giáo dục,2,2024,2024
7140205,Sư phạm Giáo dục Chính trị,Sư phạm - Giáo dục,4,2024,2024
7140205B,Giáo dục chính trị,Sư phạm - Giáo dục,1,2024,2024
7140205C,Giáo dục chính trị,Sư phạm - Giáo dục,1,2024,2024
7140206,Giáo dục Thể chất,Khoa học giáo dục và đào tạo giáo viên,286,2018,2023
7140206,Giáo dục Thể chất,Sư phạm - Giáo dục,44,2024,2024
7140206,Giáo dục thể chất,Sư phạm - Giáo dục,20,2024,2024
7140207,Huấn luyện thể thao,Khoa học giáo dục và đào tạo giáo viên,10,2018,2019
7140208,Giáo dục Quốc phòng - An ninh,Khoa học giáo dục và đào tạo giáo viên,87,2018,2023
7140208,Giáo dục Quốc phòng - An ninh,Sư phạm - Giáo dục,11,2024,2024
7140208,Giáo dục Quốc phòng -An ninh,Sư phạm - Giáo dục,4,2024,2024
7140208,Giáo dục Quốc phòng và An ninh,Khoa học giáo dục và đào tạo giáo viên,7,2023,2023
7140208,Giáo dục Quốc phòng và An ninh,Sư phạm - Giáo dục,4,2024,2024
7140208C,Giáo dục Quốc phòng và An ninh,Sư phạm - Giáo dục,1,2024,2024
7140208D,Giáo dục Quốc phòng và An ninh,Sư phạm - Giáo dục,3,2024,2024
7140209,Sư phạm Toán,Sư phạm - Giáo dục,4,2024,2024
7140209,Sư phạm Toán học,Khoa học giáo dục và đào tạo giáo viên,667,2018,2023
7140209,Sư phạm Toán học,Sư phạm - Giáo dục,88,2024,2024
7140209,Sư phạm Toán học - Chương trình đại trà - Chương trình Toán Tiếng Anh,Sư phạm - Giáo dục,4,2024,2024
7140209A,Sư phạm Toán học,Sư phạm - Giáo dục,1,2024,2024
7140209B,Sư phạm Toán học (dạy Toán bằng tiếng Anh),Sư phạm - Giáo dục,1,2024,2024
7140209C,Sư phạm Toán học (lớp tài năng),Sư phạm - Giáo dục,4,2024,2024
7140209D,Sư phạm Toán học (dạy Toán bằng tiếng Anh),Sư phạm - Giáo dục,1,2024,2024
7140209TA,Sư phạm Toán học (ĐT bằng Tiếng Anh),Sư phạm - Giáo dục,4,2024,2024
7140210,Sư phạm Tin học,Khoa học giáo dục và đào tạo giáo viên,351,2018,2023
7140210,Sư phạm Tin học,Sư phạm - Giáo dục,58,2024,2024
7140210,Sư phạm Vật lý,Khoa học giáo dục và đào tạo giáo viên,2,2019,2019
7140210A,Sư phạm Tin học,Sư phạm - Giáo dục,1,2024,2024
7140210B,Sư phạm Tin học,Sư phạm - Giáo dục,1,2024,2024
7140210TA,Sư phạm Tin học (ĐT bằng Tiếng Anh),Sư phạm - Giáo dục,4,2024,2024
7140211,Sư phạm Vât lý,Sư phạm - Giáo dục,4,2024,2024
7140211,Sư phạm Vật lí,Sư phạm - Giáo dục,4,2024,2024
7140211,Sư phạm Vật lý,Khoa học giáo dục và đào tạo giáo viên,540,2018,2023
7140211,Sư phạm Vật lý,Sư phạm - Giáo dục,53,2024,2024
7140211A,Sư phạm Vật lí,Sư phạm - Giáo dục,1,2024,2024
7140211B,Sư phạm Vật lí,Sư phạm - Giáo dục,1,2024,2024
7140211C,Sư phạm Vật lí (dạy Vật lí bằng tiếng Anh),Sư phạm - Giáo dục,1,2024,2024
7140211D,Sư phạm Vật lí (dạy Vật lí bằng tiếng Anh),Sư phạm - Giáo dục,1,2024,2024
7140211TA,Sư phạm vật lý (ĐT bằng Tiếng Anh),Sư phạm - Giáo dục,4,2024,2024
7140212,Sư phạm Hoá học,Sư phạm - Giáo dục,17,2024,2024
7140212,Sư phạm Hóa học,Khoa học giáo dục và đào tạo giáo viên,458,2018,2023
7140212,Sư phạm Hóa học,Sư phạm - Giáo dục,29,2024,2024
7140212,Sư phạm Mỹ thuật,Khoa học giáo dục và đào tạo giáo viên,4,2020,2020
7140212,Sư phạm Tin học,Khoa học giáo dục và đào tạo giáo viên,3,2020,2020
7140212A,Sư phạm Hoá học,Sư phạm - Giáo dục,1,2024,2024
7140212B,Sư phạm Hoá học (dạy Hoá học bằng tiếng Anh),Sư phạm - Giáo dục,1,2024,2024
7140212C,Sư phạm Hoá học,Sư phạm - Giáo dục,1,2024,2024
7140212TA,Sư phạm Hóa học (ĐT bằng Tiếng Anh),Sư phạm - Giáo dục,4,2024,2024
7140213,Sư phạm Sinh,Sư phạm - Giáo dục,4,2024,2024
7140213,Sư phạm Sinh học,Khoa học giáo dục và đào tạo giáo viên,414,2018,2023
7140213,Sư phạm Sinh học,Sư phạm - Giáo dục,45,2024,2024
7140213B,Sư phạm Sinh học,Sư phạm - Giáo dục,1,2024,2024
7140213D,Sư phạm Sinh học,Sư phạm - Giáo dục,1,2024,2024
7140213TA,Sư phạm Sinh học (ĐT bằng Tiếng Anh),Sư phạm - Giáo dục,4,2024,2024
7140214,Sư phạm Kỹ thuật công nghiệp (chuyên ngành Công nghệ thông tin),Sư phạm - Giáo dục,4,2024,2024
7140214,Sư phạm kỹ thuật công nghiệp,Khoa học giáo dục và đào tạo giáo viên,44,2018,2023
7140215,Sư phạm Kỹ thuật nông nghiệp,Khoa học giáo dục và đào tạo giáo viên,31,2018,2023
7140215,Sư phạm Kỹ thuật nông nghiệp,Sư phạm - Giáo dục,4,2024,2024
7140217,Sư phạm Ngữ Văn,Sư phạm - Giáo dục,8,2024,2024
7140217,Sư phạm Ngữ văn,Khoa học giáo dục và đào tạo giáo viên,620,2018,2023
7140217,Sư phạm Ngữ văn,Sư phạm - Giáo dục,86,2024,2024
7140217C,Sư phạm Ngữ văn,Sư phạm - Giáo dục,1,2024,2024
7140217D,Sư phạm Ngữ văn,Sư phạm - Giáo dục,3,2024,2024
7140218,Sư phạm Lịch Sử,Sư phạm - Giáo dục,3,2024,2024
7140218,Sư phạm Lịch sử,Khoa học giáo dục và đào tạo giáo viên,439,2018,2023
7140218,Sư phạm Lịch sử,Sư phạm - Giáo dục,46,2024,2024
7140218C,Sư phạm Lịch sử,Sư phạm - Giáo dục,1,2024,2024
7140218D,Sư phạm Lịch sử,Sư phạm - Giáo dục,1,2024,2024
7140219,Sư phạm Địa lí,Sư phạm - Giáo dục,12,2024,2024
7140219,Sư phạm Địa lý,Khoa học giáo dục và đào tạo giáo viên,309,2018,2023
7140219,Sư phạm Địa lý,Sư phạm - Giáo dục,31,2024,2024
7140219B,Sư phạm Địa lí,Sư phạm - Giáo dục,1,2024,2024
7140219C,Sư phạm Địa lí,Sư phạm - Giáo dục,1,2024,2024
7140221,Sư phạm Âm nhạc,Khoa học giáo dục và đào tạo giáo viên,67,2018,2023
7140221,Sư phạm Âm nhạc,Sư phạm - Giáo dục,11,2024,2024
7140221A,Sư phạm Âm nhạc,Sư phạm - Giáo dục,1,2024,2024
7140221B,Sư phạm Âm nhạc,Sư phạm - Giáo dục,1,2024,2024
7140222,Sư phạm Mỹ thuật,Khoa học giáo dục và đào tạo giáo viên,51,2018,2023
7140222,Sư phạm Mỹ thuật,Sư phạm - Giáo dục,8,2024,2024
7140222A,Sư phạm Mỹ thuật,Sư phạm - Giáo dục,1,2024,2024
7140222B,Sư phạm Mỹ thuật,Sư phạm - Giáo dục,1,2024,2024
7140226,Sư phạm Tiếng Khmer,Khoa học giáo dục và đào tạo giáo viên,6,2019,2021
7140227,SP tiếng H'mong,Sư phạm - Giáo dục,4,2024,2024
7140231,Sư phạm Tiếng Anh,Khoa học giáo dục và đào tạo giáo viên,479,2018,2023
7140231,Sư phạm Tiếng Anh,Sư phạm - Giáo dục,67,2024,2024
7140231,Sư phạm tiếng Anh,Sư phạm - Giáo dục,15,2024,2024
7140231A,Sư phạm Tiếng Anh,Sư phạm - Giáo dục,1,2024,2024
7140231C,Sư phạm Tiếng Anh (lớp tài năng),Sư phạm - Giáo dục,4,2024,2024
7140231V,Sư phạm tiếng Anh (đào tạo bằng tiếng Việt),Sư phạm - Giáo dục,2,2024,2024
7140232,Sư phạm Tiếng Nga,Khoa học giáo dục và đào tạo giáo viên,28,2018,2023
7140232,Sư phạm Tiếng Nga,Sư phạm - Giáo dục,4,2024,2024
7140233,Sư phạm Tiếng Pháp,Khoa học giáo dục và đào tạo giáo viên,150,2018,2023
7140233,Sư phạm Tiếng Pháp,Sư phạm - Giáo dục,5,2024,2024
7140233,Sư phạm tiếng Pháp,Sư phạm - Giáo dục,8,2024,2024
7140233C,Sư phạm Tiếng Pháp,Sư phạm - Giáo dục,3,2024,2024
7140233D,Sư phạm Tiếng Pháp,Sư phạm - Giáo dục,3,2024,2024
7140234,Sư phạm Tiếng Trung Quốc,Khoa học giáo dục và đào tạo giáo viên,133,2018,2023
7140234,Sư phạm Tiếng Trung Quốc,Sư phạm - Giáo dục,14,2024,2024
7140234,Sư phạm tiếng Trung,Khoa học giáo dục và đào tạo giáo viên,4,2018,2018
7140234,Sư phạm tiếng Trung,Sư phạm - Giáo dục,4,2024,2024
7140234,Sư phạm tiếng Trung Quốc,Sư phạm - Giáo dục,4,2024,2024
7140235,Sư phạm Tiếng Đức,Khoa học giáo dục và đào tạo giáo viên,9,2022,2023
7140235,Sư phạm tiếng Đức,Sư phạm - Giáo dục,4,2024,2024
7140236,Sư phạm Tiếng Nhật,Khoa học giáo dục và đào tạo giáo viên,23,2019,2023
7140236,Sư phạm tiếng Nhật,Sư phạm - Giáo dục,4,2024,2024
7140237,Sư phạm Tiếng Hàn Quốc,Khoa học giáo dục và đào tạo giáo viên,20,2019,2023
7140237,Sư phạm tiếng Hàn Quốc,Sư phạm - Giáo dục,4,2024,2024
7140246,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2021,2021
7140246,Công nghệ kỹ thuật ô tô,Công nghệ kỹ thuật,4,2021,2021
7140246,Công nghệ thông tin,Máy tính và công nghệ thông tin,4,2021,2021
7140246,Sư phạm Công nghệ,Sư phạm - Giáo dục,7,2024,2024
7140246,Sư phạm công nghệ,Khoa học giáo dục và đào tạo giáo viên,196,2018,2023
7140246,Sư phạm công nghệ,Sư phạm - Giáo dục,20,2024,2024
7140246A,Sư phạm Công nghệ,Sư phạm - Giáo dục,1,2024,2024
7140246B,Sư phạm Công nghệ,Sư phạm - Giáo dục,1,2024,2024
7140246V,Sư phạm Công nghệ (đào tạo bằng tiếng Việt),Sư phạm - Giáo dục,4,2024,2024
7140247,Sư phạm KH Tự nhiên,Sư phạm - Giáo dục,4,2024,2024
7140247,Sư phạm Khoa học Tự nhiên,Sư phạm - Giáo dục,10,2024,2024
7140247,Sư phạm Khoa học tự nhiên,Sư phạm - Giáo dục,48,2024,2024
7140247,Sư phạm Khoa học tự nhiên (Đào tạo giáo viên THCS),Sư phạm - Giáo dục,2,2024,2024
7140247,Sư phạm Lịch sử Địa lý,Khoa học giáo dục và đào tạo giáo viên,7,2022,2022
7140247,Sư phạm khoa học tự nhiên,Khoa học giáo dục và đào tạo giáo viên,186,2018,2023
7140247,Sư phạm khoa học tự nhiên,Sư phạm - Giáo dục,4,2024,2024
7140247A,Sư phạm Khoa học tự nhiên,Sư phạm - Giáo dục,1,2024,2024
7140247B,Sư phạm Khoa học tự nhiên,Sư phạm - Giáo dục,1,2024,2024
7140248,Giáo dục pháp luật,Khoa học giáo dục và đào tạo giáo viên,28,2019,2023
7140248,Giáo dục pháp luật,Sư phạm - Giáo dục,4,2024,2024
7140249,Sư phạm Lịch sừ - Địa lý,Sư phạm - Giáo dục,4,2024,2024
7140249,Sư phạm Lịch sử - Địa lí,Sư phạm - Giáo dục,3,2024,2024
7140249,Sư phạm Lịch sử - Địa lý,Sư phạm - Giáo dục,24,2024,2024
7140249,Sư phạm Lịch sử - Địa lý (Đào tạo giáo viên THCS),Sư phạm - Giáo dục,1,2024,2024
7140249,Sư phạm Lịch sử và Địa lý,Sư phạm - Giáo dục,4,2024,2024
7140249,Sư phạm Lịch sử Địa lý,Khoa học giáo dục và đào tạo giáo viên,148,2018,2023
7140249,Sư phạm Lịch sử Địa lý,Sư phạm - Giáo dục,3,2024,2024
7140249A,Sư phạm Lịch sử - Địa lí,Sư phạm - Giáo dục,1,2024,2024
7140250,Sư phạm Tin học và Công nghệ Tiểu học,Khoa học giáo dục và đào tạo giáo viên,21,2019,2023
7140250,Sư phạm Tin học và Công nghệ Tiểu học,Sư phạm - Giáo dục,4,2024,2024
7140404,Thiết kế thời trang,Nghệ thuật,14,2021,2023
7140406,Giáo dục Thể chất,Khoa học giáo dục và đào tạo giáo viên,12,2021,2023
